urlid,label
671,0.852
798,0.199
2341,0.823
4262,0.924
1950,0.756
799,0.879
2575,0.76
660,0.736
6432,0.71
3168,0.884
7435,0.869
4010,0.817
2882,0.733
5930,0.914
7716,0.628
4054,0.372
3148,0.048
670,0.24
3519,0.273
5770,0.347
8876,0.829
8357,0.932
1620,0.72
8558,0.456
6786,0.844
3825,0.101
5857,0.139
7685,0.582
3947,0.402
6449,0.4
8636,0.5
6046,0.428
3205,0.592
9435,0.63
6865,0.337
281,0.931
6922,0.341
3536,0.559
4555,0.148
5364,0.608
2483,0.845
3524,0.907
3117,0.481
1152,0.373
3912,0.376
1297,0.778
2896,0.133
5804,0.809
5722,0.666
189,0.024
2376,0.587
4635,0.744
4801,0.828
5972,0.406
2461,0.369
1168,0.047
5136,0.639
7806,0.638
2559,0.662
2139,0.601
10562,0.788
1497,0.373
4757,0.805
1354,0.257
5896,0.981
6453,0.04
1426,0.313
4271,0.443
7673,0.736
7782,0.076
8181,0.374
1797,0.713
8615,0.876
3097,0.709
5306,0.323
9633,0.764
8700,0.346
9876,0.977
8045,0.209
7750,0.111
6370,0.391
7093,0.567
8018,0.1
1118,0.099
4849,0.762
9627,0.423
829,0.299
4164,0.165
1707,0.805
6752,0.107
6236,0.536
4052,0.16
5283,0.26
2856,0.941
4630,0.635
9563,0.77
6576,0.995
5721,0.189
4305,0.294
8972,0.251
1694,0.68
3582,0.912
3913,0.163
470,0.3
4195,0.343
3422,0.139
9744,0.438
4206,0.259
7971,0.822
141,0.295
1994,0.962
1602,0.685
1031,0.078
9150,0.202
8528,0.198
7545,0.237
7448,0.21
1821,0.478
10075,0.519
5242,0.264
822,0.15
4826,0.293
910,0.483
10147,0.769
2018,0.767
8916,0.079
4880,0.345
184,0.306
6081,0.813
4281,0.472
7418,0.843
6054,0.031
7972,0.813
4894,0.935
5313,0.771
5046,0.365
7183,0.635
5347,0.315
5051,0.97
495,0.411
5985,0.874
1227,0.743
7594,0.56
6178,0.266
9344,0.918
3681,0.86
2805,0.676
8237,0.071
5139,0.839
2347,0.251
1978,0.389
7824,0.741
873,0.924
2569,0.258
4704,0.764
6974,0.559
4454,0.075
35,0.352
8231,0.238
9280,0.564
6567,0.375
2088,0.803
925,0.893
9958,0.117
5234,0.475
7623,0.97
6074,0.593
8115,0.264
10462,0.83
5008,0.861
1256,0.472
5001,0.684
6885,0.161
7509,0.732
6251,0.784
7250,0.549
9502,0.554
267,0.208
4109,0.856
819,0.147
9397,0.811
3707,0.557
870,0.693
10203,0.5
9241,0.644
5215,0.321
982,0.773
3878,0.041
1847,0.17
10457,0.94
7811,0.034
6205,0.168
8311,0.248
7657,0.067
8174,0.369
2119,0.491
7893,0.413
7754,0.593
3684,0.897
3585,0.485
300,0.372
9176,0.817
5879,0.945
1457,0.936
5040,0.394
1862,0.401
9749,0.975
161,0.93
6134,0.756
4995,0.222
54,0.181
5125,0.349
2032,0.356
8210,0.167
3816,0.608
1769,0.827
6156,0.504
8667,0.981
2974,0.142
3417,0.304
2835,0.359
1668,0.787
10028,0.184
5619,0.682
3169,0.616
9153,0.424
8746,0.944
8049,0.514
10564,0.622
8691,0.452
2765,0.849
52,0.5
2663,0.491
3014,0.471
9453,0.796
8078,0.154
2356,0.318
7595,0.917
2195,0.528
7633,0.847
1259,0.322
5214,0.348
531,0.263
2398,0.669
5458,0.791
2794,0.514
153,0.209
256,0.369
8787,0.104
4496,0.895
9649,0.461
461,0.139
502,0.161
529,0.158
5529,0.258
9391,0.977
1032,0.636
9896,0.167
5557,0.7
1836,0.405
3476,0.325
7104,0.066
5480,0.181
1717,0.85
1333,0.965
1806,0.094
8297,0.523
2806,0.033
3407,0.181
10518,0.131
6043,0.43
8857,0.85
8456,0.395
427,0.159
4028,0.861
1988,0.27
7354,0.377
2393,0.494
452,0.53
5445,0.476
7637,0.841
5486,0.831
4175,0.43
6068,0.041
8968,0.216
9384,0.702
7470,0.66
9319,0.781
5817,0.852
10294,0.829
1313,0.484
10181,0.3
5269,0.351
127,0.534
989,0.828
10234,0.62
4799,0.966
3834,0.291
9206,0.302
4753,0.617
4437,0.397
3520,0.742
10124,0.207
1318,0.539
2055,0.476
690,0.938
1294,0.27
6522,0.942
4453,0.17
624,0.064
2863,0.79
4922,0.085
4120,0.728
8164,0.291
2317,0.275
6058,0.253
1428,0.572
3577,0.574
5811,0.79
1430,0.691
4488,0.619
9634,0.898
4482,0.663
4580,0.827
2571,0.071
10499,0.942
3932,0.073
377,0.867
5851,0.317
6384,0.869
6470,0.36
8505,0.213
4268,0.312
10397,0.34
4309,0.099
1949,0.888
2097,0.353
9709,0.326
4936,0.503
4033,0.507
3828,0.468
8862,0.043
374,0.623
401,0.814
10015,0.972
7613,0.438
4397,0.985
2329,0.704
4733,0.767
1552,0.392
2486,0.767
940,0.239
7118,0.957
8060,0.927
1550,0.656
6202,0.052
8980,0.84
8162,0.989
10066,0.143
7981,0.378
7336,0.926
6277,0.754
1670,0.601
6007,0.515
7832,0.66
2612,0.464
8320,0.826
1779,0.842
6107,0.118
2537,0.912
2726,0.923
8717,0.512
2201,0.37
6276,0.109
3293,0.16
7907,0.731
7321,0.086
840,0.34
1081,0.219
8289,0.758
343,0.203
8184,0.269
7166,0.811
8805,0.906
9407,0.257
5573,0.244
9330,0.781
2215,0.812
4105,0.017
7699,0.412
5850,0.438
10228,0.835
638,0.769
5633,0.158
5919,0.753
4573,0.192
7164,0.689
5093,0.862
9815,0.577
8411,0.866
8955,0.844
9556,0.476
7349,0.48
8436,0.715
2631,0.967
2739,0.814
3930,0.357
6833,0.923
9186,0.792
3150,0.144
8328,0.837
4006,0.923
3065,0.354
3305,0.156
2506,0.508
9737,0.993
5178,0.075
9452,0.524
10111,0.648
1652,0.164
10134,0.954
7247,0.68
4363,0.974
1712,0.847
4232,0.553
5626,0.145
3049,0.958
5397,0.356
8637,0.488
8785,0.334
4438,0.659
1410,0.126
6902,0.185
187,0.404
3883,0.594
3988,0.107
5620,0.232
2904,0.504
3926,0.081
9020,0.032
2947,0.387
2364,0.833
5291,0.738
7078,0.056
4477,0.313
4333,0.816
9247,0.242
6957,0.2
7281,0.396
4012,0.606
975,0.93
8037,0.695
10408,0.874
2900,0.456
6457,0.845
9292,0.309
2115,0.625
9001,0.828
8981,0.164
6085,0.601
49,0.413
210,0.062
1607,0.669
5256,0.45
3170,0.841
147,0.811
7627,0.919
83,0.288
3686,0.562
5133,0.672
935,0.028
2875,0.698
7277,0.452
55,0.785
1253,0.563
3406,0.914
2474,0.869
8451,0.242
7301,0.921
8466,0.043
7499,0.918
4926,0.76
9033,0.489
3999,0.392
1017,0.203
947,0.79
7798,0.53
6280,0.221
6393,0.294
8056,0.242
9003,0.553
4481,0.047
5134,0.709
4804,0.571
34,0.512
5659,0.973
4519,0.384
6272,0.95
765,0.487
3752,0.472
1753,0.385
2123,0.04
1802,0.223
7678,0.771
4547,0.44
3793,0.428
7453,0.277
5330,0.496
4093,0.911
2362,0.672
7116,0.044
3135,0.74
10536,0.361
8484,0.126
9002,0.383
10204,0.449
7570,0.505
1275,0.908
3630,0.233
9096,0.084
3475,0.209
4818,0.524
2019,0.215
10402,0.387
643,0.441
9927,0.034
2827,0.017
288,0.64
7886,0.887
6584,0.964
5554,0.91
6329,0.356
1233,0.458
2541,0.342
1150,0.272
8459,0.984
1814,0.344
5564,0.409
4306,0.656
2144,0.141
9792,0.025
4634,0.198
10084,0.312
9847,0.294
8510,0.194
8921,0.367
2509,0.677
2111,0.933
7505,0.343
556,0.506
9596,0.969
1863,0.342
8172,0.402
8404,0.928
3607,0.685
7802,0.386
3503,0.325
5624,0.115
331,0.917
542,0.767
9705,0.227
3592,0.318
5018,0.553
5800,0.838
8651,0.312
7600,0.046
9509,0.101
5431,0.508
7454,0.363
8106,0.189
3137,0.645
702,0.663
6287,0.588
5657,0.527
8027,0.217
5350,0.143
30,0.907
2677,0.776
3898,0.466
9451,0.971
9949,0.529
8074,0.224
6618,0.776
8351,0.361
7861,0.776
8914,0.629
9820,0.464
9148,0.707
1334,0.308
1684,0.151
6414,0.551
6967,0.078
1726,0.481
9178,0.502
6642,0.078
1024,0.789
6437,0.548
7042,0.808
5319,0.35
4594,0.401
3702,0.389
4882,0.782
4243,0.532
4750,0.067
5735,0.699
1432,0.437
7576,0.867
7455,0.825
5563,0.287
2291,0.95
5386,0.427
8490,0.329
2357,0.101
5473,0.926
7091,0.986
2464,0.115
2801,0.977
6604,0.915
2122,0.782
4320,0.956
1841,0.767
8129,0.296
3149,0.098
10525,0.876
1869,0.476
8664,0.219
1941,0.529
5216,0.785
7993,0.244
7327,0.225
4076,0.114
6544,0.0
3300,0.549
9139,0.675
6761,0.834
2220,0.083
5661,0.189
1676,0.4
1572,0.497
9545,0.137
212,0.63
2498,0.303
5758,0.359
241,0.814
7872,0.452
10546,0.391
9615,0.305
882,0.394
5753,0.677
547,0.272
10275,0.216
7686,0.852
6508,0.915
4296,0.738
6625,0.638
404,0.488
1289,0.3
5239,0.601
10261,0.337
2649,0.418
9886,0.816
5341,0.061
869,0.563
5533,0.585
1560,0.943
9892,0.279
1933,0.12
5885,0.058
7833,0.232
7296,0.256
7373,0.621
8983,0.049
5842,0.717
2194,0.089
132,0.619
2659,0.503
7896,0.26
7887,0.814
5745,0.809
2409,0.718
2253,0.948
1434,0.75
6946,0.148
6510,0.307
6982,0.083
8999,0.315
5170,0.209
10158,0.3
234,0.093
9034,0.755
3801,0.841
3887,0.987
10361,0.647
5385,0.877
6575,0.907
3560,0.172
2112,0.77
4307,0.901
8704,0.723
10476,0.716
4637,0.337
2953,0.912
1320,0.849
3264,0.401
7904,0.979
9144,0.764
4494,0.941
4819,0.763
3781,0.223
3459,0.483
5681,0.079
6507,0.863
3722,0.709
398,0.066
9377,0.479
978,0.687
3104,0.783
2693,0.194
3803,0.921
9533,0.968
1173,0.935
10307,0.776
10326,0.323
5113,0.617
1116,0.897
10452,0.837
8013,0.064
6491,0.159
9906,0.943
7531,0.847
102,0.521
5233,0.809
1661,0.795
8280,0.345
1000,0.726
3743,0.822
1501,0.759
3809,0.356
8647,0.967
1959,0.053
1690,0.649
5498,0.576
837,0.391
8788,0.997
4114,0.55
1413,0.853
6836,0.795
4240,0.324
1908,0.965
5750,0.138
10087,0.217
2680,0.618
4323,0.677
4439,0.805
8517,0.682
933,0.819
33,0.94
4295,0.053
3258,0.906
7497,0.554
9276,0.432
9811,0.411
3833,0.565
7682,0.063
1748,0.374
3693,0.294
3608,0.81
10230,0.166
5468,0.066
10464,0.837
6932,0.366
3616,0.949
9603,0.922
10394,0.592
5509,0.903
3731,0.759
5827,0.156
10527,0.81
7004,0.91
3210,0.648
59,0.84
2660,0.843
1909,0.352
8569,0.968
2862,0.351
5966,0.337
2639,0.573
6838,0.81
9527,0.31
5345,0.876
7702,0.607
3242,0.252
6516,0.367
10412,0.322
8213,0.215
2598,0.97
6193,0.446
9593,0.656
6646,0.993
5388,0.271
6413,0.501
1540,0.229
8660,0.106
2999,0.344
3194,0.384
9437,0.779
9473,0.815
877,0.139
9640,0.324
4434,0.532
8385,0.696
2542,0.069
3281,0.522
7820,0.436
1418,0.839
6079,0.748
3685,0.118
9361,0.021
3364,0.825
7495,0.665
8226,0.748
8043,0.759
9924,0.059
6018,0.276
3,0.53
4592,0.448
10125,0.592
8900,0.549
7028,0.952
3419,0.715
5514,0.413
2770,0.327
5007,0.715
1931,0.222
9768,0.675
3337,0.237
703,0.601
6685,0.332
6064,0.51
1881,0.559
4842,0.528
8432,0.414
3569,0.559
9797,0.261
2829,0.106
3739,0.15
2128,0.471
2372,0.49
3354,0.053
3321,0.516
8532,0.957
1800,0.603
2560,0.483
3936,0.845
2588,0.335
4890,0.739
8912,0.917
6192,0.387
8658,0.2
5272,0.412
10404,0.726
2299,0.28
9419,0.173
3018,0.48
8642,0.673
6594,0.09
8852,0.248
9212,0.405
7081,0.871
8469,0.037
1372,0.447
2514,0.596
2311,0.147
5548,0.467
9024,0.603
10324,0.402
7735,0.21
1488,0.808
9130,0.942
2307,0.869
2374,0.094
10519,0.843
10264,0.882
9908,0.242
1073,0.523
118,0.788
8884,0.428
242,0.336
6300,0.728
5422,0.65
899,0.629
773,0.551
70,0.99
9249,0.33
8847,0.212
432,0.026
468,0.947
7830,0.664
4642,0.594
1782,0.933
8683,0.512
8551,0.376
5224,0.637
922,0.47
757,0.946
1101,0.08
6804,0.407
9266,0.908
6487,0.391
5627,0.056
4972,0.804
3596,0.859
1420,0.562
10209,0.63
8629,0.677
3147,0.993
9821,0.862
10377,0.36
456,0.148
9887,0.285
8864,0.515
5665,0.186
1764,0.051
9198,0.775
7536,0.638
991,0.864
1537,0.5
3450,0.85
5663,0.709
4221,0.357
3350,0.239
943,0.225
3203,0.413
1144,0.448
2334,0.846
7074,0.881
10071,0.528
7540,0.781
4143,0.431
6643,0.465
1067,0.022
6356,0.819
8133,0.104
108,0.176
308,0.5
7432,0.211
2652,0.709
4740,0.946
7048,0.47
490,0.076
6808,0.268
7990,0.599
4460,0.082
6803,0.77
2414,0.086
8085,0.598
2031,0.927
8476,0.729
9840,0.961
2853,0.258
8114,0.466
6245,0.84
8918,0.306
2621,0.805
5344,0.188
3775,0.054
631,0.525
10481,0.185
8188,0.789
9830,0.805
5426,0.517
6688,0.584
4132,0.707
588,0.45
5600,0.517
4743,0.489
8711,0.313
6039,0.093
4576,0.715
6941,0.369
10202,0.722
6632,0.692
1079,0.391
9642,0.226
5401,0.449
600,0.281
4873,0.398
5558,0.33
483,0.212
10378,0.861
9004,0.143
2809,0.932
9542,0.915
3215,0.145
6924,0.322
7213,0.755
3105,0.835
9771,0.918
632,0.607
3232,0.687
1543,0.293
2164,0.954
4559,0.293
9530,0.063
2033,0.528
2842,0.163
4186,0.099
4078,0.605
8093,0.731
7286,0.758
7044,0.809
9234,0.587
8536,0.134
307,0.887
4382,0.721
1350,0.037
4632,0.649
5639,0.127
6445,0.372
10511,0.05
8601,0.463
137,0.527
2298,0.917
8978,0.318
7218,0.537
856,0.517
736,0.072
7719,0.443
3177,0.52
2564,0.812
3123,0.642
4827,0.566
6386,0.14
708,0.949
1414,0.798
7190,0.614
10298,0.614
838,0.642
10145,0.983
3071,0.721
5329,0.787
462,0.825
9809,0.213
7279,0.777
2707,0.224
3671,0.837
516,0.987
10395,0.333
8167,0.038
2138,0.338
5192,0.152
1377,0.119
1390,0.12
1244,0.276
8424,0.379
205,0.4
9592,0.61
116,0.705
8306,0.285
7649,0.99
9560,0.875
2102,0.092
10490,0.642
97,0.255
7618,0.588
9413,0.066
6148,0.924
7147,0.814
2430,0.892
7539,0.988
7475,0.778
7796,0.598
1582,0.482
8454,0.225
3164,0.107
2375,0.774
980,0.498
10233,0.275
2271,0.594
7843,0.277
6165,0.749
3449,0.574
8757,0.355
9757,0.948
6925,0.586
6191,0.163
6985,0.571
9064,0.253
2691,0.705
657,0.322
858,0.224
6677,0.754
642,0.175
2627,0.174
1569,0.965
3674,0.443
10095,0.454
7423,0.525
4993,0.343
4983,0.065
7070,0.882
700,0.964
2447,0.238
2380,0.791
8418,0.806
1288,0.304
9400,0.06
8530,0.187
784,0.08
2969,0.508
892,0.962
5679,0.135
4650,0.317
994,0.609
9751,0.857
9462,0.102
4958,0.941
506,0.714
4631,0.094
4321,0.2
5617,0.716
7571,0.945
6873,0.576
7964,0.246
4567,0.535
7429,0.794
3615,0.156
8744,0.05
1142,0.183
6189,0.3
3411,0.462
9133,0.594
5806,0.285
2385,0.088
801,0.834
4672,0.174
6530,0.652
260,0.07
6624,0.629
2001,0.582
8403,0.902
4935,0.242
7264,0.887
9714,0.763
5903,0.794
3176,0.352
7441,0.654
